"id","city_id:id","name","code"
corregimiento_pa_5-2-1,odoopanama_org_vat.district_pa_5-2,"EL REAL DE SANTA MARIA (CABECERA)","5-2-1"
corregimiento_pa_5-2-2,odoopanama_org_vat.district_pa_5-2,"BOCA DE CUPE","5-2-2"
corregimiento_pa_5-2-3,odoopanama_org_vat.district_pa_5-2,"PAYA","5-2-3"
corregimiento_pa_5-2-4,odoopanama_org_vat.district_pa_5-2,"PINOGANA","5-2-4"
corregimiento_pa_5-2-5,odoopanama_org_vat.district_pa_5-2,"PUCURO","5-2-5"
corregimiento_pa_5-2-6,odoopanama_org_vat.district_pa_5-2,"YAPE","5-2-6"
corregimiento_pa_5-2-7,odoopanama_org_vat.district_pa_5-2,"YAVIZA","5-2-7"
corregimiento_pa_5-2-8,odoopanama_org_vat.district_pa_5-2,"METETI","5-2-8"
corregimiento_pa_5-2-9,odoopanama_org_vat.district_pa_5-2,"COMARCA KUNA DE WARGANDI","5-2-9"
corregimiento_pa_6-1-1,odoopanama_org_vat.district_pa_6-1,"CHITRE (CABECERA)","6-1-1"
corregimiento_pa_6-1-2,odoopanama_org_vat.district_pa_6-1,"LA ARENA","6-1-2"
corregimiento_pa_6-1-3,odoopanama_org_vat.district_pa_6-1,"MONAGRILLO","6-1-3"
corregimiento_pa_6-1-4,odoopanama_org_vat.district_pa_6-1,"LLANO BONITO","6-1-4"
corregimiento_pa_6-1-5,odoopanama_org_vat.district_pa_6-1,"SAN JUAN BAUTISTA","6-1-5"
corregimiento_pa_6-2-1,odoopanama_org_vat.district_pa_6-2,"LAS MINAS (CABECERA)","6-2-1"
corregimiento_pa_6-2-2,odoopanama_org_vat.district_pa_6-2,"CHEPO","6-2-2"
corregimiento_pa_6-2-3,odoopanama_org_vat.district_pa_6-2,"CHUMICAL","6-2-3"
corregimiento_pa_6-2-4,odoopanama_org_vat.district_pa_6-2,"EL TORO","6-2-4"
corregimiento_pa_6-2-5,odoopanama_org_vat.district_pa_6-2,"LEONES","6-2-5"
corregimiento_pa_6-2-6,odoopanama_org_vat.district_pa_6-2,"QUEBRADA DEL ROSARIO","6-2-6"
corregimiento_pa_6-2-7,odoopanama_org_vat.district_pa_6-2,"QUEBRADA EL CIPRIAN","6-2-7"
corregimiento_pa_6-3-1,odoopanama_org_vat.district_pa_6-3,"LOS POZOS (CABECERA)","6-3-1"
corregimiento_pa_6-3-2,odoopanama_org_vat.district_pa_6-3,"CAPURI","6-3-2"
corregimiento_pa_6-3-3,odoopanama_org_vat.district_pa_6-3,"EL CALABACITO","6-3-3"
corregimiento_pa_6-3-4,odoopanama_org_vat.district_pa_6-3,"EL CEDRO","6-3-4"
corregimiento_pa_6-3-5,odoopanama_org_vat.district_pa_6-3,"LA ARENA","6-3-5"
corregimiento_pa_6-3-6,odoopanama_org_vat.district_pa_6-3,"LA PITALOSA","6-3-6"
corregimiento_pa_6-3-7,odoopanama_org_vat.district_pa_6-3,"LOS CERRITOS","6-3-7"
corregimiento_pa_6-3-8,odoopanama_org_vat.district_pa_6-3,"LOS CERROS DE PAJA","6-3-8"
corregimiento_pa_6-3-9,odoopanama_org_vat.district_pa_6-3,"LAS LLANAS","6-3-9"
corregimiento_pa_6-4-1,odoopanama_org_vat.district_pa_6-4,"OCU (CABECERA)","6-4-1"
corregimiento_pa_6-4-2,odoopanama_org_vat.district_pa_6-4,"CERRO LARGO","6-4-2"
corregimiento_pa_6-4-3,odoopanama_org_vat.district_pa_6-4,"LOS LLANOS","6-4-3"
corregimiento_pa_6-4-4,odoopanama_org_vat.district_pa_6-4,"LLANO GRANDE","6-4-4"
corregimiento_pa_6-4-5,odoopanama_org_vat.district_pa_6-4,"PEÑAS CHATAS","6-4-5"
corregimiento_pa_6-4-6,odoopanama_org_vat.district_pa_6-4,"EL TIJERA","6-4-6"
corregimiento_pa_6-4-7,odoopanama_org_vat.district_pa_6-4,"MENCHACA","6-4-7"
corregimiento_pa_6-5-1,odoopanama_org_vat.district_pa_6-5,"PARITA (CABECERA)","6-5-1"
corregimiento_pa_6-5-2,odoopanama_org_vat.district_pa_6-5,"CABUYA","6-5-2"
corregimiento_pa_6-5-3,odoopanama_org_vat.district_pa_6-5,"LOS CASTILLOS","6-5-3"
corregimiento_pa_6-5-4,odoopanama_org_vat.district_pa_6-5,"LLANO DE LA CRUZ","6-5-4"
corregimiento_pa_6-5-5,odoopanama_org_vat.district_pa_6-5,"PARIS","6-5-5"
corregimiento_pa_6-5-6,odoopanama_org_vat.district_pa_6-5,"PORTOBELILLO","6-5-6"
corregimiento_pa_6-5-7,odoopanama_org_vat.district_pa_6-5,"POTUGA","6-5-7"
corregimiento_pa_6-6-1,odoopanama_org_vat.district_pa_6-6,"PESE (CABECERA)","6-6-1"
corregimiento_pa_6-6-2,odoopanama_org_vat.district_pa_6-6,"LAS CABRAS","6-6-2"
corregimiento_pa_6-6-3,odoopanama_org_vat.district_pa_6-6,"EL PAJARO","6-6-3"
corregimiento_pa_6-6-4,odoopanama_org_vat.district_pa_6-6,"EL BARRERO","6-6-4"
corregimiento_pa_6-6-5,odoopanama_org_vat.district_pa_6-6,"EL PEDREGOSO","6-6-5"
corregimiento_pa_6-6-6,odoopanama_org_vat.district_pa_6-6,"EL CIRUELO","6-6-6"
corregimiento_pa_6-6-7,odoopanama_org_vat.district_pa_6-6,"SABANAGRANDE","6-6-7"
corregimiento_pa_6-6-8,odoopanama_org_vat.district_pa_6-6,"RINCON HONDO","6-6-8"
corregimiento_pa_6-7-1,odoopanama_org_vat.district_pa_6-7,"SANTA MARIA (CABECERA)","6-7-1"
corregimiento_pa_6-7-2,odoopanama_org_vat.district_pa_6-7,"CHUPAMPA","6-7-2"
corregimiento_pa_6-7-3,odoopanama_org_vat.district_pa_6-7,"EL RINCON","6-7-3"
corregimiento_pa_6-7-4,odoopanama_org_vat.district_pa_6-7,"EL LIMON","6-7-4"
corregimiento_pa_6-7-5,odoopanama_org_vat.district_pa_6-7,"LOS CANELOS","6-7-5"
corregimiento_pa_7-1-1,odoopanama_org_vat.district_pa_7-1,"GUARARE (CABECERA)","7-1-1"
corregimiento_pa_7-1-2,odoopanama_org_vat.district_pa_7-1,"EL ESPINAL","7-1-2"
corregimiento_pa_7-1-3,odoopanama_org_vat.district_pa_7-1,"EL MACANO","7-1-3"
corregimiento_pa_7-1-4,odoopanama_org_vat.district_pa_7-1,"GUARARE ARRIBA","7-1-4"
corregimiento_pa_7-1-5,odoopanama_org_vat.district_pa_7-1,"LA ENEA","7-1-5"
corregimiento_pa_7-1-6,odoopanama_org_vat.district_pa_7-1,"LA PASERA","7-1-6"
corregimiento_pa_7-1-7,odoopanama_org_vat.district_pa_7-1,"LAS TRANCAS","7-1-7"
corregimiento_pa_7-1-8,odoopanama_org_vat.district_pa_7-1,"LLANO ABAJO","7-1-8"
corregimiento_pa_7-1-9,odoopanama_org_vat.district_pa_7-1,"EL HATO","7-1-9"
corregimiento_pa_7-1-10,odoopanama_org_vat.district_pa_7-1,"PERALES","7-1-10"
corregimiento_pa_7-2-1,odoopanama_org_vat.district_pa_7-2,"LAS TABLAS (CABECERA)","7-2-1"
corregimiento_pa_7-2-2,odoopanama_org_vat.district_pa_7-2,"BAJO CORRAL","7-2-2"
corregimiento_pa_7-2-3,odoopanama_org_vat.district_pa_7-2,"BAYANO","7-2-3"
corregimiento_pa_7-2-4,odoopanama_org_vat.district_pa_7-2,"EL CARATE","7-2-4"
corregimiento_pa_7-2-5,odoopanama_org_vat.district_pa_7-2,"EL COCAL","7-2-5"
corregimiento_pa_7-2-6,odoopanama_org_vat.district_pa_7-2,"EL MANANTIAL","7-2-6"
corregimiento_pa_7-2-7,odoopanama_org_vat.district_pa_7-2,"EL MUÑOZ","7-2-7"
corregimiento_pa_7-2-8,odoopanama_org_vat.district_pa_7-2,"EL PEDREGOSO","7-2-8"
corregimiento_pa_7-2-9,odoopanama_org_vat.district_pa_7-2,"LA LAJA","7-2-9"
corregimiento_pa_7-2-10,odoopanama_org_vat.district_pa_7-2,"LA MIEL","7-2-10"
corregimiento_pa_7-2-11,odoopanama_org_vat.district_pa_7-2,"LA PALMA","7-2-11"
corregimiento_pa_7-2-12,odoopanama_org_vat.district_pa_7-2,"LA TIZA","7-2-12"
corregimiento_pa_7-2-13,odoopanama_org_vat.district_pa_7-2,"LAS PALMITAS","7-2-13"
corregimiento_pa_7-2-14,odoopanama_org_vat.district_pa_7-2,"LAS TABLAS ABAJO","7-2-14"
corregimiento_pa_7-2-15,odoopanama_org_vat.district_pa_7-2,"NUARIO","7-2-15"
corregimiento_pa_7-2-16,odoopanama_org_vat.district_pa_7-2,"PALMIRA","7-2-16"
corregimiento_pa_7-2-17,odoopanama_org_vat.district_pa_7-2,"PEÑA BLANCA","7-2-17"
corregimiento_pa_7-2-18,odoopanama_org_vat.district_pa_7-2,"RIO HONDO","7-2-18"
corregimiento_pa_7-2-19,odoopanama_org_vat.district_pa_7-2,"SAN JOSE","7-2-19"
corregimiento_pa_7-2-20,odoopanama_org_vat.district_pa_7-2,"SAN MIGUEL","7-2-20"
corregimiento_pa_7-2-21,odoopanama_org_vat.district_pa_7-2,"SANTO DOMINGO","7-2-21"
corregimiento_pa_7-2-22,odoopanama_org_vat.district_pa_7-2,"SESTEADERO","7-2-22"
corregimiento_pa_7-2-23,odoopanama_org_vat.district_pa_7-2,"VALLE RICO","7-2-23"
corregimiento_pa_7-2-24,odoopanama_org_vat.district_pa_7-2,"VALLERIQUITO","7-2-24"
corregimiento_pa_7-3-1,odoopanama_org_vat.district_pa_7-3,"LA VILLA DE LOS SANTOS (CABECE","7-3-1"
corregimiento_pa_7-3-2,odoopanama_org_vat.district_pa_7-3,"EL GUASIMO","7-3-2"
corregimiento_pa_7-3-3,odoopanama_org_vat.district_pa_7-3,"LA COLORADA","7-3-3"
corregimiento_pa_7-3-4,odoopanama_org_vat.district_pa_7-3,"LA ESPIGADILLA","7-3-4"
corregimiento_pa_7-3-5,odoopanama_org_vat.district_pa_7-3,"LAS CRUCES","7-3-5"
corregimiento_pa_7-3-6,odoopanama_org_vat.district_pa_7-3,"LAS GUABAS","7-3-6"
corregimiento_pa_7-3-7,odoopanama_org_vat.district_pa_7-3,"LOS ANGELES","7-3-7"
corregimiento_pa_7-3-8,odoopanama_org_vat.district_pa_7-3,"LOS OLIVOS","7-3-8"
corregimiento_pa_7-3-9,odoopanama_org_vat.district_pa_7-3,"LLANO LARGO","7-3-9"
corregimiento_pa_7-3-10,odoopanama_org_vat.district_pa_7-3,"SABANAGRANDE","7-3-10"
corregimiento_pa_7-3-11,odoopanama_org_vat.district_pa_7-3,"SANTA ANA","7-3-11"
corregimiento_pa_7-3-12,odoopanama_org_vat.district_pa_7-3,"TRES QUEBRADAS","7-3-12"
corregimiento_pa_7-3-13,odoopanama_org_vat.district_pa_7-3,"AGUA BUENA","7-3-13"
corregimiento_pa_7-3-14,odoopanama_org_vat.district_pa_7-3,"VILLA LOURDES","7-3-14"
corregimiento_pa_7-4-1,odoopanama_org_vat.district_pa_7-4,"MACARACAS (CABECERA)","7-4-1"
corregimiento_pa_7-4-2,odoopanama_org_vat.district_pa_7-4,"BAHIA HONDA","7-4-2"
corregimiento_pa_7-4-3,odoopanama_org_vat.district_pa_7-4,"BAJOS DE GUERA","7-4-3"
corregimiento_pa_7-4-4,odoopanama_org_vat.district_pa_7-4,"COROZAL","7-4-4"
corregimiento_pa_7-4-5,odoopanama_org_vat.district_pa_7-4,"CHUPA","7-4-5"
corregimiento_pa_7-4-6,odoopanama_org_vat.district_pa_7-4,"EL CEDRO","7-4-6"
corregimiento_pa_7-4-7,odoopanama_org_vat.district_pa_7-4,"ESPINO AMARILLO","7-4-7"
corregimiento_pa_7-4-8,odoopanama_org_vat.district_pa_7-4,"LA MESA","7-4-8"
corregimiento_pa_7-4-9,odoopanama_org_vat.district_pa_7-4,"LAS PALMAS","7-4-9"
corregimiento_pa_7-4-10,odoopanama_org_vat.district_pa_7-4,"LLANO DE PIEDRA","7-4-10"
corregimiento_pa_7-4-11,odoopanama_org_vat.district_pa_7-4,"MOGOLLON","7-4-11"
corregimiento_pa_7-5-1,odoopanama_org_vat.district_pa_7-5,"PEDASI (CABECERA)","7-5-1"
corregimiento_pa_7-5-2,odoopanama_org_vat.district_pa_7-5,"LOS ASIENTOS","7-5-2"
corregimiento_pa_7-5-3,odoopanama_org_vat.district_pa_7-5,"MARIABE","7-5-3"
corregimiento_pa_7-5-4,odoopanama_org_vat.district_pa_7-5,"PURIO","7-5-4"
corregimiento_pa_7-5-5,odoopanama_org_vat.district_pa_7-5,"ORIA ARRIBA","7-5-5"
corregimiento_pa_7-6-1,odoopanama_org_vat.district_pa_7-6,"POCRI","7-6-1"
corregimiento_pa_7-6-2,odoopanama_org_vat.district_pa_7-6,"EL CAÑAFISTULO","7-6-2"
corregimiento_pa_7-6-3,odoopanama_org_vat.district_pa_7-6,"LAJAMINA","7-6-3"
corregimiento_pa_7-6-4,odoopanama_org_vat.district_pa_7-6,"PARAISO","7-6-4"
corregimiento_pa_7-6-5,odoopanama_org_vat.district_pa_7-6,"PARITILLA","7-6-5"
corregimiento_pa_7-7-1,odoopanama_org_vat.district_pa_7-7,"TONOSI (CABECERA)","7-7-1"
corregimiento_pa_7-7-2,odoopanama_org_vat.district_pa_7-7,"ALTOS DE GUERA","7-7-2"
corregimiento_pa_7-7-3,odoopanama_org_vat.district_pa_7-7,"CAÑAS","7-7-3"
corregimiento_pa_7-7-4,odoopanama_org_vat.district_pa_7-7,"EL BEBEDERO","7-7-4"
corregimiento_pa_7-7-5,odoopanama_org_vat.district_pa_7-7,"EL CACAO","7-7-5"
corregimiento_pa_7-7-6,odoopanama_org_vat.district_pa_7-7,"EL CORTEZO","7-7-6"
corregimiento_pa_7-7-7,odoopanama_org_vat.district_pa_7-7,"FLORES","7-7-7"
corregimiento_pa_7-7-8,odoopanama_org_vat.district_pa_7-7,"GUANICO","7-7-8"
corregimiento_pa_7-7-9,odoopanama_org_vat.district_pa_7-7,"LA TRONOSA","7-7-9"
corregimiento_pa_7-7-10,odoopanama_org_vat.district_pa_7-7,"CAMBUTAL","7-7-10"
corregimiento_pa_7-7-11,odoopanama_org_vat.district_pa_7-7,"ISLA DE CAQAS","7-7-11"
corregimiento_pa_8-2-1,odoopanama_org_vat.district_pa_8-2,"SAN MIGUEL (CABECERA)","8-2-1"
corregimiento_pa_8-2-2,odoopanama_org_vat.district_pa_8-2,"LA ENSENADA","8-2-2"
corregimiento_pa_8-2-3,odoopanama_org_vat.district_pa_8-2,"LA ESMERALDA","8-2-3"
corregimiento_pa_8-2-4,odoopanama_org_vat.district_pa_8-2,"LA GUINEA","8-2-4"
corregimiento_pa_8-2-5,odoopanama_org_vat.district_pa_8-2,"PEDRO GONZALEZ","8-2-5"
corregimiento_pa_8-2-6,odoopanama_org_vat.district_pa_8-2,"SABOGA","8-2-6"
corregimiento_pa_8-5-1,odoopanama_org_vat.district_pa_8-5,"CHEPO (CABECERA)","8-5-1"
corregimiento_pa_8-5-2,odoopanama_org_vat.district_pa_8-5,"CAÑITA","8-5-2"
corregimiento_pa_8-5-3,odoopanama_org_vat.district_pa_8-5,"CHEPILLO","8-5-3"
corregimiento_pa_8-5-4,odoopanama_org_vat.district_pa_8-5,"EL LLANO","8-5-4"
corregimiento_pa_8-5-5,odoopanama_org_vat.district_pa_8-5,"LAS MARGARITAS","8-5-5"
corregimiento_pa_8-5-6,odoopanama_org_vat.district_pa_8-5,"SANTA CRUZ DE CHININA","8-5-6"
corregimiento_pa_8-5-7,odoopanama_org_vat.district_pa_8-5,"COMARCA KUNA DE MADUNGANDI","8-5-7"
corregimiento_pa_8-5-8,odoopanama_org_vat.district_pa_8-5,"TORTI","8-5-8"
corregimiento_pa_8-6-1,odoopanama_org_vat.district_pa_8-6,"CHIMAN (CABECERA)","8-6-1"
corregimiento_pa_8-6-2,odoopanama_org_vat.district_pa_8-6,"BRUJAS","8-6-2"
corregimiento_pa_8-6-3,odoopanama_org_vat.district_pa_8-6,"GONZALO VASQUEZ","8-6-3"
corregimiento_pa_8-6-4,odoopanama_org_vat.district_pa_8-6,"PASIGA","8-6-4"
corregimiento_pa_8-6-5,odoopanama_org_vat.district_pa_8-6,"UNION SANTEÑA","8-6-5"
corregimiento_pa_8-8-1,odoopanama_org_vat.district_pa_8-8,"SAN FELIPE","8-8-1"
corregimiento_pa_8-8-2,odoopanama_org_vat.district_pa_8-8,"EL CHORRILLO","8-8-2"
corregimiento_pa_8-8-3,odoopanama_org_vat.district_pa_8-8,"SANTA ANA","8-8-3"
corregimiento_pa_8-8-4,odoopanama_org_vat.district_pa_8-8,"LA EXPOSICION O CALIDONIA","8-8-4"
corregimiento_pa_8-8-5,odoopanama_org_vat.district_pa_8-8,"CURUNDU","8-8-5"
corregimiento_pa_8-8-6,odoopanama_org_vat.district_pa_8-8,"BETANIA","8-8-6"
corregimiento_pa_8-8-7,odoopanama_org_vat.district_pa_8-8,"BELLA VISTA","8-8-7"
corregimiento_pa_8-8-8,odoopanama_org_vat.district_pa_8-8,"PUEBLO NUEVO","8-8-8"
corregimiento_pa_8-8-9,odoopanama_org_vat.district_pa_8-8,"SAN FRANCISCO","8-8-9"
corregimiento_pa_8-8-10,odoopanama_org_vat.district_pa_8-8,"PARQUE LEFEVRE","8-8-10"
corregimiento_pa_8-8-11,odoopanama_org_vat.district_pa_8-8,"RIO ABAJO","8-8-11"
corregimiento_pa_8-8-12,odoopanama_org_vat.district_pa_8-8,"JUAN DIAZ","8-8-12"
corregimiento_pa_8-8-13,odoopanama_org_vat.district_pa_8-8,"PEDREGAL","8-8-13"
corregimiento_pa_8-8-14,odoopanama_org_vat.district_pa_8-8,"ANCON","8-8-14"
corregimiento_pa_8-8-15,odoopanama_org_vat.district_pa_8-8,"CHILIBRE","8-8-15"
corregimiento_pa_8-8-16,odoopanama_org_vat.district_pa_8-8,"LAS CUMBRES","8-8-16"
corregimiento_pa_8-8-17,odoopanama_org_vat.district_pa_8-8,"PACORA","8-8-17"
corregimiento_pa_8-8-18,odoopanama_org_vat.district_pa_8-8,"SAN MARTIN","8-8-18"
corregimiento_pa_8-8-19,odoopanama_org_vat.district_pa_8-8,"TOCUMEN","8-8-19"
corregimiento_pa_8-8-20,odoopanama_org_vat.district_pa_8-8,"LAS MAQANITAS","8-8-20"
corregimiento_pa_8-8-21,odoopanama_org_vat.district_pa_8-8,"24 DE DICIEMBRE","8-8-21"
corregimiento_pa_8-8-22,odoopanama_org_vat.district_pa_8-8,"ERNESTO CORDOBA CAMPOS","8-8-22"
corregimiento_pa_8-8-23,odoopanama_org_vat.district_pa_8-8,"ALCALDE DIAZ","8-8-23"
corregimiento_pa_8-8-24,odoopanama_org_vat.district_pa_8-8,"CAIMITILLO","8-8-24"
corregimiento_pa_8-8-25,odoopanama_org_vat.district_pa_8-8,"DON BOSCO","8-8-25"
corregimiento_pa_8-8-26,odoopanama_org_vat.district_pa_8-8,"LAS GARZAS","8-8-26"
corregimiento_pa_8-10-1,odoopanama_org_vat.district_pa_8-10,"AMELIA DENIS DE ICAZA","8-10-1"
corregimiento_pa_8-10-2,odoopanama_org_vat.district_pa_8-10,"BELISARIO PORRAS","8-10-2"
corregimiento_pa_8-10-3,odoopanama_org_vat.district_pa_8-10,"JOSE DOMINGO ESPINAR","8-10-3"
corregimiento_pa_8-10-4,odoopanama_org_vat.district_pa_8-10,"MATEO ITURRALDE","8-10-4"
corregimiento_pa_8-10-5,odoopanama_org_vat.district_pa_8-10,"VICTORIANO LORENZO","8-10-5"
corregimiento_pa_8-10-6,odoopanama_org_vat.district_pa_8-10,"ARNULFO ARIAS","8-10-6"
corregimiento_pa_8-10-7,odoopanama_org_vat.district_pa_8-10,"BELISARIO FRIAS","8-10-7"
corregimiento_pa_8-10-8,odoopanama_org_vat.district_pa_8-10,"OMAR TORRIJOS","8-10-8"
corregimiento_pa_8-10-9,odoopanama_org_vat.district_pa_8-10,"RUFINA ALFARO","8-10-9"
corregimiento_pa_8-11-1,odoopanama_org_vat.district_pa_8-11,"TABOGA (CABECERA)","8-11-1"
corregimiento_pa_8-11-2,odoopanama_org_vat.district_pa_8-11,"OTOQUE ORIENTE","8-11-2"
corregimiento_pa_8-11-3,odoopanama_org_vat.district_pa_8-11,"OTOQUE OCCIDENTE","8-11-3"
corregimiento_pa_9-1-1,odoopanama_org_vat.district_pa_9-1,"ATALAYA (CABECERA)","9-1-1"
corregimiento_pa_9-1-2,odoopanama_org_vat.district_pa_9-1,"EL BARRITO","9-1-2"
corregimiento_pa_9-1-3,odoopanama_org_vat.district_pa_9-1,"LA MONTAÑUELA","9-1-3"
corregimiento_pa_9-1-4,odoopanama_org_vat.district_pa_9-1,"LA CARRILLO","9-1-4"
corregimiento_pa_9-1-5,odoopanama_org_vat.district_pa_9-1,"SAN ANTONIO","9-1-5"
corregimiento_pa_9-2-1,odoopanama_org_vat.district_pa_9-2,"CALOBRE (CABECERA)","9-2-1"
corregimiento_pa_9-2-2,odoopanama_org_vat.district_pa_9-2,"BARNIZAL","9-2-2"
corregimiento_pa_9-2-3,odoopanama_org_vat.district_pa_9-2,"CHITRA","9-2-3"
corregimiento_pa_9-2-4,odoopanama_org_vat.district_pa_9-2,"EL COCLA","9-2-4"
corregimiento_pa_9-2-5,odoopanama_org_vat.district_pa_9-2,"EL POTRERO","9-2-5"
corregimiento_pa_9-2-6,odoopanama_org_vat.district_pa_9-2,"LA LAGUNA","9-2-6"
corregimiento_pa_9-2-7,odoopanama_org_vat.district_pa_9-2,"LA RAYA DE CALOBRE","9-2-7"
corregimiento_pa_9-2-8,odoopanama_org_vat.district_pa_9-2,"LA TETILLA","9-2-8"
corregimiento_pa_9-2-9,odoopanama_org_vat.district_pa_9-2,"LA YEGUADA","9-2-9"
corregimiento_pa_9-2-10,odoopanama_org_vat.district_pa_9-2,"LAS GUIAS","9-2-10"
corregimiento_pa_9-2-11,odoopanama_org_vat.district_pa_9-2,"MONJARAS","9-2-11"
